,Product,Price,Quantity,Category
276,faber-castell 3 matite grip con gomma grigia,4.49 € / pz,1.0 pz,articoli per la casa
277,duracell 2032 batteria bottone al litio specialistica 3v pacco da 2 pile con tecnologia baby secure,5.19 € / pz,1.0 pz,articoli per la casa
278,energizer max aa batteria monouso stilo aa alcalino,6.49 € / pz,1.0 pz,articoli per la casa
279,pigna blocco collato quablock a4 rinforzato 40 fogli righe 5 m,4.49 € / pz,1.0 pz,articoli per la casa
280,carrefour 4 pile litio cr2025,4.19 € / pz,1.0 pz,articoli per la casa
281,carrefour 24 pennarelli punta media,3.29 € / pz,1.0 pz,articoli per la casa
282,carrefour 12 pennarelli punta media,1.99 € / pz,1.0 pz,articoli per la casa
283,aeternum padella madame petravera 30 cm,35.90 € / pz,1.0 pz,articoli per la casa
284,ghidini cipriano grattugia universale inox - daily,4.59 € / pz,1.0 pz,articoli per la casa
285,bic mini 3 pz,3.79 € / pz,1.0 pz,articoli per la casa
286,ghidini cipriano 6 pirottini rotondi silicone,5.29 € / pz,1.0 pz,articoli per la casa
287,fackelmann termometro,2.49 € / pz,1.0 pz,articoli per la casa
288,pentel penna a sfera a scatto izee 0.7 mm nero 3 pz,2.99 € / pz,1.0 pz,articoli per la casa
289,fackelmann set 4 mollette chiudisacchetti magnetiche multicolore,4.49 € / pz,1.0 pz,articoli per la casa
290,fackelmann levatappi,9.90 € / pz,1.0 pz,articoli per la casa
291,blasetti confezione 10 cartellette per archiviazione in cartoncino cartex colori assortiti,4.99 € / pz,1.0 pz,articoli per la casa
292,ghidini cipriano pelapatate inox - eg,3.09 € / pz,1.0 pz,articoli per la casa
293,pedrini caffettiera 3 tazze,15.90 € / pz,1.0 pz,articoli per la casa
294,pedrini caffettiera 1/2 tazza,7.90 € / pz,1.0 pz,articoli per la casa
295,guardini pirottini carta forno colorati 7 cm 100 pz,4.90 € / pz,1.0 pz,articoli per la casa
296,wood living 1185 tagliere da cucina rettangolare faggio,6.89 € / pz,1.0 pz,articoli per la casa
297,pentel roller energel slim a scatto 0.7 mm blu 3 pz,3.29 € / pz,1.0 pz,articoli per la casa
298,"carrefour 2 led candele con filamenti 40w, attacco e14, luce calda",6.49 € / pz,1.0 pz,articoli per la casa
299,simpl 6 cacciaviti di precisione,1.19 € / pz,1.0 pz,articoli per la casa
300,simpl 3 nastri imballo trasparente,6.99 € / pz,1.0 pz,articoli per la casa
301,nespoli group kit con recipiente per stucco e spatola,3.99 € / pz,1.0 pz,articoli per la casa
302,"carrefour home contenitore quadrato 1,1 l",3.99 € / pz,1.0 pz,articoli per la casa
303,carrefour contenitore rettangolare in plastica con valvola 380ml,2.99 € / pz,1.0 pz,articoli per la casa
304,carrefour zaino 45l impermeabile e richiudibile. colori assortiti,3.00 € / pz,1.0 pz,articoli per la casa
305,bluesky tostapane elettric o bt700b-23,15.90 € / pz,1.0 pz,articoli per la casa
306,"carrefour nastro adesivo per riparazioni grigio, 25x50",7.29 € / pz,1.0 pz,articoli per la casa
307,simpl padella 28cm.,8.49 € / pz,1.0 pz,articoli per la casa
308,tex home telo mare microfibra maxi tex,15.99 € / pz,1.0 pz,articoli per la casa
309,tex home telo mare microfibra maxi tex,15.99 € / pz,1.0 pz,articoli per la casa
310,giotto astuccio 18 pennarelli turbo maxi,7.29 € / pz,1.0 pz,articoli per la casa
311,ghidini cipriano levatappi 3 usi cromato,7.19 € / pz,1.0 pz,articoli per la casa
312,aeternum padella madame petravera 20 cm,21.90 € / pz,1.0 pz,articoli per la casa
313,pedrini caffettiera 1 tazza,11.90 € / pz,1.0 pz,articoli per la casa
314,ghidini cipriano grattugia 4 facce inox,5.29 € / pz,1.0 pz,articoli per la casa
315,moneta etnea padella cm ø 24,17.90 € / pz,1.0 pz,articoli per la casa
316,carrefour post it 400,2.49 € / pz,1.0 pz,articoli per la casa
317,carrefour nastro adesivo adatto per uso interno 50 m giallo,4.99 € / pz,1.0 pz,articoli per la casa
318,stabilo evidenziatore - boss original - pack da 2 - giallo/arancione,3.29 € / pz,1.0 pz,articoli per la casa
319,loctite super attak original 2 x 3 g,6.99 € / pz,1.0 pz,articoli per la casa
320,giotto temperino universale a 3 fori,3.69 € / pz,1.0 pz,articoli per la casa
321,fila scatola 24 giotto acquerelli 30mm - contiene un pennello,6.69 € / pz,1.0 pz,articoli per la casa
322,"carrefour adattatore con spina 16a 2p+t e presa 10-16a 2p+t (standard italiano 10a e tedesco 16a con terra laterale), imq, ce",2.49 € / pz,1.0 pz,articoli per la casa
323,"poly pool presa tripla pluristandard: italiano bivalente 10/16a 2p+t, tedesco 16a 2p+t(terra laterale), con interruttore di sicurezza, 1,5m cavo h05vv-f 3x0,75mmq con spina salvaspazio10a 2p+t, uscita cavo 90°, ce",9.99 € / pz,1.0 pz,articoli per la casa
324,poly pool pp0467x adattatore per presa di corrente tipo l (it) tipo l (it) + tipo f,2.89 € / pz,1.0 pz,articoli per la casa
325,"carrefour adattatore con spina 16a 2p+t e 3 prese bivalenti 10/16a 2p+t, imq, ce",2.69 € / pz,1.0 pz,articoli per la casa
326,"carrefour presa bivalente 10/16a 2p+t, uscita cavo assiale, fermacavo isolante a vite, imq, ce",2.49 € / pz,1.0 pz,articoli per la casa
327,"brita caraffa filtrante per acqua marella da 2,4l - 1 filtro maxtra+ incluso",19.90 € / pz,1.0 pz,articoli per la casa
328,tamoil city start sae 10w-40 b/d olio per motore 1 l auto,9.99 € / pz,1.0 pz,articoli per la casa
329,tamoil city start sae 10w-40 b/d olio per motore 4 l auto,27.90 € / pz,1.0 pz,articoli per la casa
330,"carrefour led goccia smerigliata 100w, attacco e27, luce calda",6.49 € / pz,1.0 pz,articoli per la casa
331,energizer max 9v transistor 1 pz,5.49 € / pz,1.0 pz,articoli per la casa
332,pattex millechiodi esterni e interni 100 g,7.99 € / pz,1.0 pz,articoli per la casa
333,stabilo 12 matite colorate acquerellabili artyline,5.99 € / pz,1.0 pz,articoli per la casa
334,fila astuccio 24 giotto cera,4.59 € / pz,1.0 pz,articoli per la casa
335,pritt correttore pocket pen 2 x 8ml,4.39 € / pz,1.0 pz,articoli per la casa
336,bialetti moka express 1 tazza,21.90 € / pz,1.0 pz,articoli per la casa
337,arexons rimuovi graffi 150 gr,8.99 € / pz,1.0 pz,articoli per la casa
338,carrefour post it 2x100 maxi,1.99 € / pz,1.0 pz,articoli per la casa
339,rhütten gommini di ricambio per tergicristalli 61 cm 2 pz,3.69 € / pz,1.0 pz,articoli per la casa
340,bosch eco 400 uc tergicristallo,9.99 € / pz,1.0 pz,articoli per la casa
341,bosch eco 530 uc tergicristallo,11.90 € / pz,1.0 pz,articoli per la casa
342,tamoil 100% sint sae 5w-40 td olio per motore 4 l auto,34.90 € / pz,1.0 pz,articoli per la casa
343,ma-fra not ice deghiacciante spray 300ml,3.99 € / pz,1.0 pz,articoli per la casa
344,rhütten 180761 detergente per vetri flacone spray 750 ml,5.49 € / pz,1.0 pz,articoli per la casa
345,bialetti madame petravera,34.90 € / pz,1.0 pz,articoli per la casa
346,hp cartuccia originale inchiostro nero 62,23.99 € / pz,1.0 pz,articoli per la casa
347,hp cartuccia originale inchiostro giallo ad alta capacità 933xl,25.99 € / pz,1.0 pz,articoli per la casa
348,vinavil 100 g,2.49 € / pz,1.0 pz,articoli per la casa
349,"uhu stic 3 x 8,2 g",4.49 € / pz,1.0 pz,articoli per la casa
350,carrefour forbici da ufficio,3.79 € / pz,1.0 pz,articoli per la casa
351,moneta etnea padella cm ø 32,27.90 € / pz,1.0 pz,articoli per la casa
352,moneta linea kratos plus set 3 padelle ø 20-24-28 cm,34.90 € / pz,1.0 pz,articoli per la casa
353,moneta etnea casseruola 2 maniglie cm ø 20,23.49 € / pz,1.0 pz,articoli per la casa
354,pigna ricambi pignaric a4 con banda rinforzata 40 fogli 80 gr,2.99 € / pz,1.0 pz,articoli per la casa
355,"inoxriv s.p.a. river padella 2,5 l rotondo acciaio inossidabile",15.90 € / pz,1.0 pz,articoli per la casa
356,"bic cristal original, penne a sfera in colori assortiti (punta 1mm), confezione da 10",4.19 € / pz,1.0 pz,articoli per la casa
357,moneta etnea wok 1m cm ø 28,23.90 € / pz,1.0 pz,articoli per la casa
358,"bic cristal soft, penne nere a sfera (punta media 1.2mm), confezione da 10",4.29 € / pz,1.0 pz,articoli per la casa
359,pilot penna a sfera frixion ball cancellabile verde,4.29 € / pz,1.0 pz,articoli per la casa
360,carrefour 3 refill penna cancellabili verde,3.99 € / pz,1.0 pz,articoli per la casa
361,carrefour 3 refill penna cancellabile rossa,3.99 € / pz,1.0 pz,articoli per la casa
362,stabilo matita colorata triangolare - trio thick - astuccio da 24 + temperino - colori assortiti,13.90 € / pz,1.0 pz,articoli per la casa
363,"bormioli rocco barattolo 4 stagioni anfora 0,3 lt",1.99 € / pz,1.0 pz,articoli per la casa
364,fabriano colore fa/c blocco 25 fogli 5 colori 24x33 cm monoruvido,5.99 € / pz,1.0 pz,articoli per la casa
365,carrefour 2 colle stick 10g-10g,2.29 € / pz,1.0 pz,articoli per la casa
366,pedrini caffettiera 3 tazze antracite,14.90 € / pz,1.0 pz,articoli per la casa
367,energizer max aa 10 pz,10.80 € / pz,1.0 pz,articoli per la casa
368,energizer max aa alkaline 6 pz,5.99 € / pz,1.0 pz,articoli per la casa
369,hp cartuccia inchiostro originale nero 304xl,33.99 € / pz,1.0 pz,articoli per la casa
370,tamoil 100% sint sae 5w-40 td olio per motore 1 l auto,11.90 € / pz,1.0 pz,articoli per la casa
371,arexons olio motore arx 5w40,12.90 € / pz,1.0 pz,articoli per la casa
372,mandine spremiagrumi mcj50-18,17.90 € / pz,1.0 pz,articoli per la casa
373,"moulinex zu150810 estrattore di succo a freddo, facile da pulire, lavabile in lavastoviglie, 150 w, 0.8 litri, plastica, nero",189.00 € / pz,1.0 pz,articoli per la casa
374,staedtler blister con 2 penne noris nero,2.19 € / pz,1.0 pz,articoli per la casa
375,stabilo matita in grafite - swano fluo - pack da 12 - colori assortiti,4.69 € / pz,1.0 pz,articoli per la casa
376,giotto 24 pastelli colorati laccati,11.50 € / pz,1.0 pz,articoli per la casa
377,fila giotto turbo color 36 pennarelli,6.39 € / pz,1.0 pz,articoli per la casa
378,"bormioli rocco vaso vetro fido con tappo ermetico 0,5 lt",3.39 € / pz,1.0 pz,articoli per la casa
379,carrefour 1 colla stick 40g,2.99 € / pz,1.0 pz,articoli per la casa
380,save up led goccia calda e14 3pz,8.49 € / pz,1.0 pz,articoli per la casa
381,alluflon coperchio vetro 24 cm,7.99 € / pz,1.0 pz,articoli per la casa
382,pilot penna a sfera frixion ball cancellabile rosso,4.29 € / pz,1.0 pz,articoli per la casa
383,pattex millechiodi tape removibile 10 strisce,6.49 € / pz,1.0 pz,articoli per la casa
384,pengo coperchio inox cm 28,9.90 € / pz,1.0 pz,articoli per la casa
385,fila 4 penne cancellabili tratto cancellik,6.69 € / pz,1.0 pz,articoli per la casa
386,bostik super mini istantaneo liquido 3 x 1 g,4.99 € / pz,1.0 pz,articoli per la casa
387,bostik super gel istantaneo 3 g,3.79 € / pz,1.0 pz,articoli per la casa
388,"sistema lunch box quadrato con alette 1,4 lt",5.49 € / pz,1.0 pz,articoli per la casa
389,"canon cli-551 c/m/y/bk w/sec cartuccia d'inchiostro 4 pz originale resa standard nero, ciano, magenta, giallo",64.49 € / pz,1.0 pz,articoli per la casa
390,brita sistema filtrante per acqua on tap - 1 filtro hf per 600l incluso,74.99 € / pz,1.0 pz,articoli per la casa
391,hp cartuccia originale inchiostro nero ad alta capacità 364xl,28.99 € / pz,1.0 pz,articoli per la casa
392,staedtler blister con 2 penne a sfera noris rosso,2.19 € / pz,1.0 pz,articoli per la casa
393,maped forbici security 3d 13 cm,3.99 € / pz,1.0 pz,articoli per la casa
394,"tex home telo mare spiderman 75x150 cm, 100% cotone, 300 gr",19.99 € / pz,1.0 pz,articoli per la casa
395,bostik super control⁺ istantaneo liquido 5 g,99.80 € / kg,0.05 kg,articoli per la casa
396,"moulinex lm811d frullatore perfectmix + powelix, potenza 1200 w",118.00 € / pz,1.0 pz,articoli per la casa
397,"ariete blendy 0,8 l frullatore da tavolo 350 w arancione, bianco",39.90 € / pz,1.0 pz,articoli per la casa
398,"imetec frulla&gusta 0,8 l frullatore da tavolo 500 w verde, trasparente, bianco",49.90 € / pz,1.0 pz,articoli per la casa
399,philips led sfera vetro 40w e27 2700k,7.49 € / pz,1.0 pz,articoli per la casa
400,philips led candela vetro 60w e14 2700k,8.49 € / pz,1.0 pz,articoli per la casa
401,philips led goccia vetro 40w e27 2700k,5.99 € / pz,1.0 pz,articoli per la casa
402,philips led faretto in vetro 50w gu10 2700k,6.99 € / pz,1.0 pz,articoli per la casa
403,philips led candela filamento 60w e14 2700k,9.99 € / pz,1.0 pz,articoli per la casa
404,philips led globo vetro 120w e27 2700k,15.90 € / pz,1.0 pz,articoli per la casa
405,philips led goccia vetro 75w e27 4000k non dim,7.99 € / pz,1.0 pz,articoli per la casa
406,philips led candela vetro 60w e14 4000k non dim,8.49 € / pz,1.0 pz,articoli per la casa
407,philips led sfera vetro 25w e27 2700k,5.99 € / pz,1.0 pz,articoli per la casa
408,philips led goccia filamento 60w e27 2700k,7.99 € / pz,1.0 pz,articoli per la casa
409,philips led candela filamento 40w e14 2700k,8.49 € / pz,1.0 pz,articoli per la casa
410,philips led sfera vetro 25w e14 2700k,5.99 € / pz,1.0 pz,articoli per la casa
411,philips led goccia filamento 100w e27 2700k,12.90 € / pz,1.0 pz,articoli per la casa
412,philips led goccia vetro 60w e27 4000k non dim,6.99 € / pz,1.0 pz,articoli per la casa
413,philips led candela vetro 40w e14 2700k,7.49 € / pz,1.0 pz,articoli per la casa
414,"snips lunch box quadrato 1,4 lt",6.99 € / pz,1.0 pz,articoli per la casa
415,energizer magnet handheld,9.99 € / pz,1.0 pz,articoli per la casa
416,philips led sfera filamento 40w e27 2700k,8.49 € / pz,1.0 pz,articoli per la casa
417,philips led goccia vetro 120w e27 4000k,13.90 € / pz,1.0 pz,articoli per la casa
418,philips led sfera vetro 40w e14 2700k,7.49 € / pz,1.0 pz,articoli per la casa
419,philips led goccia vetro 120w e27 2700k,13.90 € / pz,1.0 pz,articoli per la casa
420,philips led goccia filamento 75w e27 2700k,8.99 € / pz,1.0 pz,articoli per la casa
421,philips led goccia vetro 150w e27 2700k,16.90 € / pz,1.0 pz,articoli per la casa
422,philips special led t25 25w e14 2700k non dim,6.99 € / pz,1.0 pz,articoli per la casa
423,energizer x-focus,8.99 € / pz,1.0 pz,articoli per la casa
424,philips led goccia 60w e27 4000k 2 pz,11.90 € / pz,1.0 pz,articoli per la casa
425,pigna ricambi pignaric a4 rinforzato 40 fogli,2.99 € / pz,1.0 pz,articoli per la casa
426,philips led tortiglione filamento 25w e14 2700k,6.49 € / pz,1.0 pz,articoli per la casa
427,philips led goccia vetro 60w e27 2700k,6.99 € / pz,1.0 pz,articoli per la casa
428,de’longhi ctlap2203.y 2 fetta/e 550 w giallo,49.90 € / pz,1.0 pz,articoli per la casa
429,hp cartuccia inchiostro originale tricromia 304xl,37.99 € / pz,1.0 pz,articoli per la casa
430,energizer accu recharge mini,19.50 € / pz,1.0 pz,articoli per la casa
431,sharp el-1750v calcolatrice,69.99 € / pz,1.0 pz,articoli per la casa
432,tefal zp12e838 spremiagrumi nero,24.90 € / pz,1.0 pz,articoli per la casa
433,sharp el-m335 calcolatrice desktop calcolatrice di base rosso,18.99 € / pz,1.0 pz,articoli per la casa
434,sharp el-m335 calcolatrice desktop calcolatrice di base blu,18.99 € / pz,1.0 pz,articoli per la casa
435,sharp el-m335 calcolatrice desktop calcolatrice di base rosa,18.99 € / pz,1.0 pz,articoli per la casa
436,sharp el-310w calcolatrice desktop calcolatrice finanziaria bianco,14.99 € / pz,1.0 pz,articoli per la casa
437,sharp el-510rnb calcolatrice tasca calcolatrice scientifica nero,18.99 € / pz,1.0 pz,articoli per la casa
438,energizer led light,3.49 € / pz,1.0 pz,articoli per la casa
439,energizer universal + headlamp,16.90 € / pz,1.0 pz,articoli per la casa
440,"beurer ks 34 inox, bilancia da cucina con portata fino a 15 kg",32.90 € / pz,1.0 pz,articoli per la casa
441,philips led goccia 100w e27 2700 non dim pack doppio,14.90 € / pz,1.0 pz,articoli per la casa
442,philips dimmable led goccia 100w e27 2200-2700k dim warm glow,14.90 € / pz,1.0 pz,articoli per la casa
443,elmers glitter slime kit emea,19.99 € / pz,1.0 pz,articoli per la casa
444,"tex limited edition borsa logomania chic in tela, turchese",2.00 € / pz,1.0 pz,articoli per la casa
445,"tex limited edition borsa logomania crazy in tela, rosa",2.00 € / pz,1.0 pz,articoli per la casa
446,mitama calcolatrice scientifica genius,15.99 € / pz,1.0 pz,articoli per la casa
447,guardini tortiera apribile 1 fondo 24cm,11.90 € / pz,1.0 pz,articoli per la casa
448,"brita fill&go bottle filtr lime bottiglia per filtrare l'acqua lime, trasparente",16.99 € / pz,1.0 pz,articoli per la casa
449,"sistema to go contenitore per il pranzo 1,1 l polipropilene (pp) colori assortiti 1 pz",9.99 € / pz,1.0 pz,articoli per la casa
450,"brita fill&go bottle filtr blue bottiglia per filtrare l'acqua 0,6 l blu, trasparente",16.99 € / pz,1.0 pz,articoli per la casa
451,simpl 2 torcia lr20,2.05 € / pz,1.0 pz,articoli per la casa
452,imetec tosta&griglia,49.90 € / pz,1.0 pz,articoli per la casa
453,mitama calcolatrice colortouch pocket,7.99 € / pz,1.0 pz,articoli per la casa
454,mitama calcolatrice office desk genius,15.99 € / pz,1.0 pz,articoli per la casa
455,philips led ultra efficient sfera filamento 75w e27 4000k,14.90 € / pz,1.0 pz,articoli per la casa
456,"energizer accu recharge mini 1 charger 2aa 2000mah 1,2v nimh batteries incl.",14.90 € / pz,1.0 pz,articoli per la casa
457,balmar 2000 copertina per quaderno a4 azzurro chiaro laccato 180μm,1.69 € / pz,1.0 pz,articoli per la casa
458,balmar 2000 copertina per quaderno a4 arancio chiaro laccato 180μm,1.69 € / pz,1.0 pz,articoli per la casa
459,"bic cristal large blu 1,6 mm 5 pz",2.29 € / pz,1.0 pz,articoli per la casa
460,maped lente d'ingrandimento diametro 50 mm ergologic,5.69 € / pz,1.0 pz,articoli per la casa
461,de’longhi ctlap2203.r 2 fetta/e 550 w rosso,49.90 € / pz,1.0 pz,articoli per la casa
462,maped squadra in plastica 45° - 32 cm nella confezione appendibile a marchio carrefour,2.49 € / pz,1.0 pz,articoli per la casa
463,carrefour 240 anelli per rinforzo buchi fogli,1.89 € / pz,1.0 pz,articoli per la casa
464,"giotto pastelli a cera, confezione da 12 pezzi",2.69 € / pz,1.0 pz,articoli per la casa
465,fila 2 penne cancellabili tratto cancellik blu con gomma,3.49 € / pz,1.0 pz,articoli per la casa
466,"stabilo matita bicolore rosso/blu, confezione da 3 pezzi",2.09 € / pz,1.0 pz,articoli per la casa
467,maped goniometro 360° in plastica,1.99 € / pz,1.0 pz,articoli per la casa
468,post-it notes giallo 51 mm x 38 mm 100 foglietti 3 pz,2.99 € / pz,1.0 pz,articoli per la casa
469,pilot penna a sfera nera frixion cliker cancellabile,4.69 € / pz,1.0 pz,articoli per la casa
