,Product,Unit Price
265,Plasmon Omogeneizzato Manzo con cereale 2 x 80 g,"€ 15,63 alkg/160.0 g"
266,Mellin Crema di Riso 200 g,"€ 9,45 alkg/200.0 g"
267,Plasmon la Pastina Anellini 340 g,"€ 5,26 alkg/340.0 g"
268,Mellin Crema Mais e Tapioca 200 g,"€ 9,45 alkg/200.0 g"
269,Plasmon la Pastina chioccioline 340 g,"€ 5,26 alkg/340.0 g"
270,HiPP Biologico Frutta Frullata & Yogurt Mela e frutti rossi 90 g,"€ 18,33 alkg/90.0 g"
271,Plasmon la Pastina Gemmine 340 g,"€ 5,26 alkg/340.0 g"
272,HiPP Biologico Mela e yogurt Omogeneizzato 2 x 125 g,"€ 8,36 alkg/250.0 g"
273,Mellin Mela Mirtilli 100% Naturale Omogeneizzato 2 x 100 g,"€ 6,45 alkg/200.0 g"
274,Plasmon Omogeneizzato Carote Patate e Zucchine 2 x 80 g,"€ 10,31 alkg/160.0 g"
275,HiPP Biologico Pera e yogurt Omogeneizzato 2 x 125 g,"€ 8,36 alkg/250.0 g"
276,HiPP Biologico Mela e banana Omogeneizzato 2 x 80 g,"€ 13,06 alkg/160.0 g"
277,Fresh & Clean baby pediatric Salviettine 72 pz,"€ 0,05 alpz/72.0 pz"
278,Mellin Prugna con Mela 100% Naturale Omogeneizzato 2 x 100 g,"€ 6,45 alkg/200.0 g"
279,Mellin Pastina Stelline 320 g,"€ 3,91 alkg/320.0 g"
280,Mellin Semolino 200 g,"€ 9,45 alkg/200.0 g"
281,Pampers Acqua Pura Salviette 156 pz,"€ 0,05 alpz/156.0 pz"
282,HiPP Biologico Baby Soffi di cereali 30 g,"€ 45,00 alkg/30.0 g"
283,Plasmon 4 Frutti Omogeneizzato 2 x 104 g,"€ 7,93 alkg/208.0 g"
284,NESTLÉ NIDINA Optipro 2 da 6 mesi Latte di proseguimento liquido 500ml,"€ 3,70 all/500.0 ml"
285,NESTLÉ MIO Merenda al Latte Biscotto da 6 mesi 4 vasetti da 100 g,"€ 6,13 alkg/400.0 g"
286,Carrefour Baby Bio Salviette bimbo senza profumo 64 pz,"€ 0,05 alpz/64.0 pz"
287,Mellin Banana Kiwi 100% Naturale Omogeneizzato 2 x 100 g,"€ 6,45 alkg/200.0 g"
288,milmil Baby Pures Salviette Bimbo Delicate 72 pz,"€ 0,03 alpz/72.0 pz"
289,Mellin Biscotto 8 x 45 g,"€ 7,64 alkg/360.0 g"
290,Plasmon Omogeneizzato Salmone con patate 2 x 80 g,"€ 15,56 alkg/160.0 g"
291,Carrefour Baby Sensitive 0% Perfume* 72 pz,"€ 0,03 alpz/72.0 pz"
292,HiPP Biologico Baby Sugo Pomodoro e Mozzarella Omogeneizzato 2 x 80 g,"€ 15,50 alkg/180.0 g"
293,Mellin Primo Sugo Pomodoro e Verdure 2 x 80 g,"€ 11,19 alkg/160.0 g"
294,Fissan la Pasta Alta Protezione 100 g,"€ 56,90 alkg/100.0 g"
295,Fria Easy Baby 110 pz,"€ 0,02 alpz/110.0 pz"
296,Plasmon Omogeneizzato Platessa con patate 2 x 80 g,"€ 15,56 alkg/160.0 g"
297,Plasmon Omogeneizzato Vitello Prosciutto* con cereale 2 x 80 g,"€ 15,63 alkg/160.0 g"
298,Plasmon Pera Omogeneizzato 2 x 104 g,"€ 7,93 alkg/208.0 g"
299,Plasmon Primi Mesi Biscottino Granulato senza glutine 2 x 374 g,"€ 6,60 alkg/680.0 g"
300,Humana 3 Latte di crescita 800 g,"€ 16,13 alkg/800.0 g"
301,"Johnson's Baby Olio Aloe Vera, Testato Da Pediatri E Dermatologi, 300ml","€ 7,97 all/300.0 ml"
302,HiPP Biologico Mela e Pera Omogeneizzato 2 x 80 g,"€ 14,06 alkg/160.0 g"
303,Plasmon Omogeneizzato Agnello con cereale 2 x 80 g,"€ 15,63 alkg/160.0 g"
304,HiPP Biologico Frutta Frullata Mela 90 g,"€ 18,33 alkg/90.0 g"
305,Carrefour Baby Ultra Dry Pannolini 4 Midi 8-16 kg 45 pz,"€ 0,14 alpz/46.0 pz"
306,Plasmon la Pastina Sabbiolina 320 g,"€ 5,59 alkg/320.0 g"
307,NESTLÉ MIO Merenda al Latte Cacao da 8 mesi 4 vasetti da 100 g,"€ 6,13 alkg/400.0 g"
308,Mellin Maiale e Verdure 100% Naturale Omogeneizzato 2 x 80 g,"€ 13,69 alkg/160.0 g"
309,HiPP Merluzzo con patate e carote Omogeneizzato 2 x 80 g,"€ 18,44 alkg/160.0 g"
310,Mellin Crema Multicereali 200 g,"€ 9,45 alkg/200.0 g"
311,Carrefour Baby Soluzione Fisiologica 40 x 5 ml,"€ 20,45 all/200.0 ml"
312,MELLIN 2 - Latte di Proseguimento Liquido per Lattanti dal 6° al 12° mese 4x500ml,"€ 3,20 all/2000.0 ml"
314,Plasmon Omogeneizzato Mela 2 x 104 g,"€ 7,93 alkg/208.0 g"
315,alce nero Biscotti di Farro 250 g,"€ 12,36 alkg/250.0 g"
316,NESTLÉ MIO Merenda da spremere 4 Frutti da 6 mesi pouch 90 g,"€ 9,89 alkg/90.0 g"
317,"JOHNSON'S Baby, Bagno detergente, Dolci Notti, per Bambini, 500ml","€ 6,78 all/500.0 ml"
318,"Mellin Pappa Completa Verdure, Pastina e Formaggino 2 x 200 g","€ 7,73 alkg/400.0 g"
319,Fissan Detergente Delicato 250 ml,"€ 13,56 all/250.0 ml"
320,MELLIN 1 - Latte di Partenza Liquido per Lattanti dalla nascita al 6° mese compiuto 4x500ml,"€ 4,63 all/2.0 l"
321,HiPP Biologico Formaggino classico Omogeneizzato 2 x 80 g,"€ 13,06 alkg/160.0 g"
322,HiPP Biologico Manzo Omogeneizzato con Carne 2 x 80 g,"€ 16,56 alkg/160.0 g"
323,Carrefour Baby Fresh Aloe Vera Salviette all'Aloe Vera 2 x 72 pz,"€ 0,02 alpz/144.0 pz"
324,Carrefour Baby Ultra Dry Pannolini 5 Junior 12-20 kg 40 pz,"€ 0,16 alpz/39.0 pz"
325,"JOHNSON'S, Shampoo per Bambini, Gocce di Luce, Senza Coloranti Solfati Alcol e Sapone, 500ml","€ 7,38 all/500.0 ml"
326,Mellin Pasta per Bimbi Pennette Semola di Grano Duro 280 g,"€ 6,04 alkg/280.0 g"
327,Plasmon la Pastina bebiriso 300 g,"€ 5,97 alkg/300.0 g"
328,Mellin Mela Agrumi 100% Naturale Omogeneizzato 2 x 100 g,"€ 6,45 alkg/200.0 g"
329,NESTLÉ MIO Merenda al Latte Banana da 6 mesi 4 vasetti da 100 g,"€ 6,13 alkg/400.0 g"
330,Fissan Salviettine Delicate 65 pz,"€ 0,05 alpz/65.0 pz"
331,Johnson's baby olio 300 ml,"€ 7,97 all/300.0 ml"
332,Mellin Mela Ananas 100% Naturale Omogeneizzato 2 x 100 g,"€ 6,45 alkg/200.0 g"
333,Nipiol Vitello Omogeneizzato con vitello e cereale 2 x 80 g,"€ 12,44 alkg/160.0 g"
334,Carrefour Baby Fresh Aloe Vera 24 pz,"€ 0,05 alpz/24.0 pz"
335,Mellin Pastina Primi Mesi Tempestina 320 g,"€ 3,91 alkg/320.0 g"
336,Pampers Progressi Newborn 28 pezzi,"€ 0,31 alpz/28.0 pz"
337,Pampers Progressi Junior 18 +18 pz,"€ 0,55 alpz/36.0 pz"
338,Fria Baby Sensation 70 pz,"€ 0,05 alpz/70.0 pz"
339,Pampers Progressi Midi 27 + 27 pz,"€ 0,37 alpz/54.0 pz"
340,HiPP Camomilla 200 g,"€ 25,95 al kg/200.0 g"
341,nipiol prosciutto* omogeneizzato con carne e cereale 2 x 80 g,"€ 12,44 alkg/160.0 g"
342,Farmacotone bastoncini in cotone medicale con testina di sicurezza in Carta 90 pz,"€ 0,05 alpz/90.0 pz"
343,HiPP Biologico Verdure miste Omogeneizzato 2 x 80 g,"€ 10,31 alkg/160.0 g"
344,HiPP Biologico Pollo Omogeneizzato con Carne 2 x 80 g,"€ 16,56 alkg/160.0 g"
345,HiPP Biologico Tacchino Omogeneizzato con Carne 2 x 80 g,"€ 16,56 alkg/160.0 g"
346,Mellin Banana 100% Naturale Omogeneizzato 2 x 100 g,"€ 6,45 alkg/200.0 g"
347,Plasmon Omogeneizzato Pollo con cereale 2 x 80 g,"€ 15,63 alkg/160.0 g"
348,nipiol manzo omogeneizzato con carne e cereale 2 x 80 g,"€ 12,44 alkg/160.0 g"
349,chicco Spazzolino Primi dentini da latte 6-36 mesi verde,"€ 5,59 alpz/1.0 pz"
350,Humana 1 Latte per lattanti 800 g,"€ 26,13 alkg/800.0 g"
351,Pampers Progressi Sensitive Salviette 63 pz,"€ 0,05 alpz/63.0 pz"
352,Mellin Pastina Fili d'Angelo 320 g,"€ 3,91 alkg/320.0 g"
353,HiPP Biologico Pollo e vitello Omogeneizzato con Carne 2 x 80 g,"€ 16,56 alkg/160.0 g"
354,Johnson's baby shampoo 300 ml,"€ 9,97 all/300.0 ml"
355,Huggies DryNites Mutandine assorbenti per la notte Girl - Age 4-7 - Kg 17-30 -10 pz,"€ 1,00 alpz/10.0 pz"
356,HiPP Biologico Frutta Grattugiata Mela Banana 4 x 100 g,"€ 7,98 alkg/400.0 g"
357,Mustela bébé Detergente Delicato Corpo e capelli 500 mL,"€ 23,20 all/500.0 ml"
358,Mellin Pollo Vitello e Verdure 100% Naturale Omogeneizzato 2 x 80 g,"€ 13,69 alkg/160.0 g"
359,"Johnson's Baby Sapone Mani Pure&Protect, Rimuove Delicatamente Lo Sporco Fino Al 99% Di Germi, 300ml","€ 13,97 all/300.0 ml"
360,Pampers Baby-dry Fresh Salviette 3 x 70 pz,"€ 0,05 alpz/210.0 pz"
361,Huggies DryNites Mutandine assorbenti per la notte Boy - Age 8-15 - Kg 27-57 - 9 pz,"€ 1,11 alpz/9.0 pz"
362,Humana Amorosa Acqua minerale naturale 100 cl,"€ 1,25 all/1000.0 ml"
363,HiPP Platessa con patate Omogeneizzato 2 x 80 g,"€ 18,44 alkg/160.0 g"
364,Mellin Brodo di verdure 10 bustine monodose 80 g,"€ 49,88 alkg/80.0 g"
365,Pampers Baby-dry XL 17+17 pz,"€ 0,50 alpz/34.0 pz"
366,"NESTLÉ MIO Merenda da spremere Banana e Yogurt da 6 mesi, pouch da 100ml","€ 9,89 alkg/90.0 g"
367,NESTLÉ MIO Merenda al Latte Albicocca da 6 mesi 4 vasetti da 100 g,"€ 6,13 alkg/400.0 g"
368,Mellin Albicocca Banana Mela 100% Naturale Omogeneizzato 2 x 100 g,"€ 6,45 alkg/200.0 g"
369,MELLIN 4 - Latte di Crescita Liquido per Bambini da 2 a 3 anni 1L,"€ 2,25 all/1000.0 ml"
370,chicco Dentifricio fragola 12 mesi+ 50 mL,"€ 85,80 all/50.0 ml"
371,Plasmon Omogeneizzato Vitello con cereale 2 x 80 g,"€ 15,63 alkg/160.0 g"
372,Benexè Naso Baby Soluzione Fisiologica per l'Igiene del Naso e degli Occhi 30 x 5 ml,"€ 26,33 all/150.0 ml"
373,"Johnson's Baby Bagnodoccia Cotton Touch 2In1, Ideato Per La Pelle Del Neonato, 500 ml","€ 11,98 all/500.0 ml"
374,Fissan essentials Bagno Corpo e Capelli Ricarica 500 ml,"€ 7,98 all/500.0 ml"
375,Huggies ultra comfort Pannolini 5 11-25 Kg 42 pz,"€ 0,35 alpz/42.0 pz"
376,Johnson's soft & shiny shampoo & balsamo 2 in 1 500 ml,"€ 7,98 all/500.0 ml"
377,chicco Baby Moments Shampoo 0m+ 500 mL,"€ 8,78 all/500.0 ml"
378,"Johnson's Baby Crema Liquida Viso E Corpo Cottontouch, Per La Pelle Delicata Del Neonato, 500ml","€ 14,58 all/500.0 ml"
379,Pampers Baby-dry Fresh Salviette 20 pz,"€ 0,09 alpz/20.0 pz"
381,Mellin Latte Crescita 3 500 ml,"€ 3,70 all/500.0 ml"
382,HiPP Biologico Biscotto 8 x 45 g,"€ 12,47 alkg/360.0 g"
383,Plasmon Primi Mesi Biscottino Biberon 600 g,"€ 8,98 alkg/600.0 g"
384,Mellin Latte 2 in Polvere 800 g,"€ 17,13 alkg/800.0 g"
385,Huggies DryNites Mutandine assorbenti per la notte Boy - Age 4-7 - Kg 17-30 -10 pz,"€ 1,00 alpz/10.0 pz"
386,Huggies ultra comfort Pannolini 4 7-18 Kg 50 pz,"€ 0,30 alpz/50.0 pz"
387,Fresh & Clean baby pediatric Salviettine 2 x 72 pz,"€ 0,05 alpz/144.0 pz"
388,"Johnson's Baby Crema Liquida, Ideale Sia Per I Bambini Che Per Gli Adulti, 100ml","€ 14,63 all/300.0 ml"
389,Naturaverde Baby Detergente Delicato Viso & Corpo Bio Disney baby 200 ml,"€ 21,95 all/200.0 ml"
390,Mellin Manzo Prosciutto* e Verdure 100% Naturale Omogeneizzato 2 x 80 g,"€ 13,69 alkg/160.0 g"
393,Plasmon Omogeneizzato Coniglio con cereale 2 x 80 g,"€ 15,63 alkg/160.0 g"
394,Huggies ultra comfort mutandina 6 15-25 Kg 30 pz,"€ 0,44 alpz/30.0 pz"
395,Fissan Crema Nutriente 100 ml,"€ 57,00 all/100.0 ml"
396,Pampers Baby-dry Fresh Salviette 2 x 70 pz,"€ 0,05 alpz/140.0 pz"
397,Fissan la Pasta Protezione Delicata 100 g,"€ 51,90 alkg/100.0 g"
398,Carrefour Baby Telo usa e getta 60x60 10 pezzi,"€ 6,49 alpz/1.0 pz"
399,Sella Amido di Riso per bagno 300 g,"€ 20,97 alkg/300.0 g"
400,Pampers Progressi Mutandino XL 15 pz,"€ 0,57 alpz/15.0 pz"
401,HiPP Biologico Prosciutto* con verdure Omogeneizzato con Carne 2 x 80 g,"€ 16,56 alkg/160.0 g"
402,Plasmon Mela Agrumi Omogeneizzato 2 x 104 g,"€ 7,93 alkg/208.0 g"
403,Pampers Baby-dry Mutandino Junior 19+19 pz,"€ 0,44 alpz/38.0 pz"
404,Huggies pure Baby Cleansing Wipes 3 x 56 pz,"€ 0,04 alpz/168.0 pz"
405,Fresh & Clean baby comfort Salviettine 2 x 72 pz,"€ 0,05 alpz/144.0 pz"
406,equilibra Baby Salviette Delicate Detergenti 72 pz,"€ 0,07 alpz/72.0 pz"
407,neo Baby Mamma Coppette Assorbilatte 30 pz,"€ 6,99 alpz/1.0 pz"
408,HiPP Biologico Latte di Proseguimento 2 2 x 300 g,"€ 22,00 alkg/600.0 g"
409,Tecno Baby Cuscino alto baby,"€ 8,99 alpz/1.0 pz"
410,neo Baby Bastoncini Soft 0m+ 60 pz,"€ 2,99 alpz/1.0 pz"
411,Carrefour my Baby Pannolini 4 Maxi 7-18 kg 28 pz,"€ 0,26 alpz/28.0 pz"
412,Mustela bébé Latte di Toilette Viso e Area Pannolino Pelle Secca 500 ml,"€ 26,58 all/500.0 ml"
413,Mellin Camomilla estratto granulare zuccherato 350 g,"€ 20,54 alkg/350.0 g"
414,Carrefour my Baby Premium ultra protect 12h 5 Junior 11-25 kg 36 pz,"€ 0,27 alpz/36.0 pz"
415,Mustela bébé Pasta per il Cambio 150 ml,"€ 74,67 all/150.0 ml"
416,Huggies Ultra Comfort Pannolini Unisex 3 4-9 Kg 168 pz,"€ 0,17 alpz/168.0 pz"
418,Naturaverde Baby Salviettine Delicate Umidificate Estratti Bio Disney baby 64 pz,"€ 0,05 alpz/64.0 pz"
419,APTAMIL Profutura Duobiotik 1 - Latte per lattanti liquido dalla Nascita al 6° mese compiuto 200ml,"€ 7,50 all/200.0 ml"
420,Pampers Baby-dry Mutandino Maxi 23+23 pz,"€ 0,37 alpz/46.0 pz"
421,Carrefour Baby Ultra Dry Pannolini 3 Midi 4-9 kg 49 pz,"€ 0,13 alpz/50.0 pz"
423,HiPP Biologico Latte per Lattanti 1 600 g,"€ 22,67 alkg/600.0 g"
424,"Fisher-Price Laugh & Learn Controller Gioca & Impara Ridi & Impara - Edizione multilingue, Joystick Giocattolo Musicale per l'Infanzia con Luci e Contenuti Educativi, Giocattolo per Bambini 6+ Anni","€ 14,90 alpz/1.0 pz"
425,Pampers Protezione Pura 4 19 pz,"€ 0,47 alpz/19.0 pz"
426,Fissan protezione e natura Bagno Corpo e Capelli 400 ml,"€ 11,98 all/400.0 ml"
427,GLOBO Mattonelle Multicolor,"€ 8,90 alpz/1.0 pz"
430,Libenar Igiene Nasale Flaconcini 15 x 5 ml,"€ 75,87 all/75.0 ml"
431,Carrefour my Baby Premium ultra protect 12h 3 Midi 4-9 kg 47 pz,"€ 0,22 alpz/44.0 pz"
432,Pampers Acqua Pura Salviette 260 pz,"€ 0,08 alpz/260.0 pz"
433,neo Baby Liquido Disinfettante ad ampio spettro 0m+ 1000 ml,"€ 7,99 alpz/1.0 pz"
434,neo Baby Cucchiaio Morbido 6m+ Verde,"€ 6,49 alpz/1.0 pz"
435,neo Baby Forbicine con Cappuccio 0m+,"€ 4,99 alpz/1.0 pz"
436,Lisciani Carotina Lavagna Led 2020,"€ 19,90 alpz/1.0 pz"
437,neo Baby Tettarella in Silicone Flusso Pappa 4m+ 2 pz,"€ 5,99 alpz/1.0 pz"
438,Fissan essentials Bagno Corpo e Capelli 400 ml,"€ 11,98 all/400.0 ml"
439,Fissan Pasta Protezione Delicata 100 ml,"€ 36,50 all/100.0 ml"
440,Chicco Gioco Bs Seggiolone Milo La Girandola,"€ 14,90 alpz/1.0 pz"
441,chicco Baby Senses Soft Ball 3-36m,"€ 8,90 alpz/1.0 pz"
442,"Fisher-Price La Sorellina del Cagnolino Ridi e Impara, Morbido Peluche Educativo con Musica e Canzoni, Giocattolo per Bambini di 6 - 36 Mesi","€ 29,90 alpz/1.0 pz"
443,Fisher-Price Controller Gioca E Impara,"€ 14,90 alpz/1.0 pz"
444,Chicco Gioco Bowling Monkey Strike,"€ 21,90 alpz/1.0 pz"
445,Carrefour Pyjama Pants 4-7 anni 17-30 kg 15 pz,"€ 0,70 alpz/15.0 pz"
446,neo Baby Tazza irrovesciabile 200 ml 6m+,"€ 8,49 alpz/1.0 pz"
447,neo Baby Bavagline Monouso 6m+ 30 pz,"€ 7,99 alpz/1.0 pz"
448,"TEX HOME Lenzuolo sopra singolo, 100% cotone","€ 15,99 alpz/1.0 pz"
449,Mellin 1 Latte per Lattanti Uno 2 x 400 g,"€ 19,88 alkg/800.0 g"
450,Aptamil Soya 3 500 ml,"€ 3,98 alkg/500.0 g"
451,Huggies Extra Care Pannolini Unisex 2 3-6 Kg 138 pz,"€ 0,21 alpz/138.0 pz"
453,Baby Clementoni - Il Mio Primo Tablet,"€ 19,90 alpz/1.0 pz"
454,Poupy Vasino Anatomico Comodo,"€ 5,99 alpz/1.0 pz"
455,Baby Shark Tazza Da Viaggio 250 ml,"€ 7,99 alpz/1.0 pz"
456,Pampers Baby-dry Mutandino XL 16+16 pz,"€ 0,53 alpz/32.0 pz"
457,Tazza Disney Spiderman,"€ 4,49 alpz/1.0 pz"
458,neo Baby Prime Posatine 12m+ 2 pz,"€ 3,99 alpz/1.0 pz"
459,Pampers Protezione Pura 3 22 pz,"€ 0,42 alpz/22.0 pz"
460,Bicchiere 280 ml Disney Spiderman,"€ 3,99 alpz/1.0 pz"
461,Neo Baby Tettarella caucciù 4m+ 2 pz.,"€ 5,99 alpz/1.0 pz"
462,Carrefour Correttore a nastro maxi 5x12 mm,"€ 1,89 alpz/1.0 pz"
463,Carrefour Confezione di 4 Penne a Sfera Nero Penna a sfera Medio 4 pz,"€ 1,49 alpz/1.0 pz"
464,Carrefour Forbici punte arrotondate 17cm,"€ 2,99 alpz/1.0 pz"
465,Carrefour Confezione di 4 Penne a Sfera Blu Penna a sfera Medio 4 pz,"€ 1,49 alpz/1.0 pz"
466,Carrefour 24 matite colorate,"€ 4,89 alpz/1.0 pz"
467,Carrefour 4 Penne a sfera colori assortiti,"€ 1,49 alpz/1.0 pz"
468,Carrefour 2 Colle Stick 20G-20G,"€ 3,19 alpz/1.0 pz"
469,Carrefour Quaderno A4 punto metallico con copertina in cartoncino e rigatura 5mm,"€ 1,59 alpz/1.0 pz"
470,Carrefour 2 Gomme Plastica,"€ 0,99 alpz/1.0 pz"
471,Carrefour Quaderno A4 punto metallico con copertina in cartoncino e rigatura 1R,"€ 1,59 alpz/1.0 pz"
472,Carrefour Quaderno A4 punto metallico con copertina in cartoncino e rigatura 10mm,"€ 1,59 alpz/1.0 pz"
473,Carrefour 2 Nastri Trasparenti 25mx19mm,"€ 1,99 alpz/1.0 pz"
474,Carrefour Temperamatite manuale Metallico,"€ 1,49 alpz/1.0 pz"
475,Carrefour Quaderno A4 punto metallico con copertina in cartoncino e rigatura Q,"€ 1,59 alpz/1.0 pz"
476,Carrefour Quaderno A4 punto metallico con copertina in cartoncino e rigatura C,"€ 1,59 alpz/1.0 pz"
477,Carrefour Quaderno A4 punto metallico con copertina in cartoncino e rigatura 4mm,"€ 1,59 alpz/1.0 pz"
478,Carrefour Righello cm 20,"€ 0,99 alpz/1.0 pz"
479,Carrefour Correttori a nastro 3 pezzi 5mmx6M,"€ 3,49 alpz/1.0 pz"
480,Staedtler Mars 3 mini gomme plastic,"€ 2,99 alpz/1.0 pz"
481,Viquel Carrefour Portaprogetti Polypr. 25mm,"€ 3,39 alpz/1.0 pz"
482,STABILO Evidenziatore - BOSS ORIGINAL - Pack da 2 - Giallo,"€ 3,29 alpz/1.0 pz"
483,Staedtler 2 matite noris 0=2B,"€ 2,19 alpz/1.0 pz"
484,FILA Giotto Stilnovo 36 Pastelli colorati,"€ 13,99 alpz/1.0 pz"
485,BALMAR 2000 Copertina per quaderno A4 rosso laccato 180μm,"€ 1,69 alpz/1.0 pz"
486,Pigna Quaderno A5 monocromo a righe colori assortiti,"€ 1,49 alpz/1.0 pz"
487,Pilot 3800268 penna a sfera Blu Medio 6 pz,"€ 11,50 alpz/1.0 pz"
488,Carrefour 10+10pz Pile AA stilo,"€ 8,79 alpz/1.0 pz"
489,"Carrefour Adattatore con spina 10A 2P+T e presa 10-16A 2P+T (standard Italiano 10A e tedesco 16A con terra laterale), IMQ, CE","€ 2,29 alpz/1.0 pz"
490,Pigna Quaderno Monocromo A4 quadretti 5mm per tutte le classi colori assortiti,"€ 2,99 alpz/1.0 pz"
491,Carrefour Simpl Set Padelle 20-24-28 cm Antiaderente,"€ 14,90 alpz/1.0 pz"
492,PaperDream Maxi quaderno Animal Friends A4 100gr rigatura 1R,"€ 2,49 alpz/1.0 pz"
493,Pigna Quaderno Monocromo A4 quadretti 4mm per elementari/medie colori assortiti,"€ 2,99 alpz/1.0 pz"
494,Save Up LED Goccia 75W Calda E27 3pz,"€ 8,49 alpz/1.0 pz"
495,PaperDream Quaderno a spirale Animal Friends A5 rigatura 5M,"€ 2,99 alpz/1.0 pz"
496,Pigna Quaderno Monocromo A4 righe classiche per medie/superiori colori assortiti,"€ 2,99 alpz/1.0 pz"
497,Pigna Quaderno Monocromo A4 quadretti 4mm con margini per elementari/medie colori assortiti,"€ 2,99 alpz/1.0 pz"
498,Blasetti Colorclub PPL A4 Quaderno a spirale 1R,"€ 3,19 alpz/1.0 pz"
499,PaperDream Quaderno a spirale Animal Friends A4 rigatura 5M,"€ 3,99 alpz/1.0 pz"
500,PaperDream Quaderno a spirale Animal Friends A4 rigatura 1R,"€ 3,99 alpz/1.0 pz"
501,Aeternum Casseruola 2 manici Madame Petravera 20 cm,"€ 20,20 alpz/1.0 pz"
502,Carrefour Home Bistecchiera quadrata 28x28 cm per induzione con rivestimento effetto pietra,"€ 26,90 alpz/1.0 pz"
503,Oxford Quaderno spiralato Favorit A4 Neon 5MM,"€ 5,99 alpz/1.0 pz"
504,Pigna Quaderno Monocromo A4 quadrettoni 10mm 1a elementare colori assortiti,"€ 2,99 alpz/1.0 pz"
505,Pigna Quaderno Monocromo A4 righe A 1a/2a elementare colori assortiti,"€ 2,99 alpz/1.0 pz"
506,Pigna Quaderno Monocromo A4 righe C 4a/5a elementare colori assortiti,"€ 2,99 alpz/1.0 pz"
507,So.di.fer Forbici multifunzione da 210mm,"€ 5,99 alpz/1.0 pz"
508,Bostik Super Trasparente 50 g,"€ 5,99 alpz/1.0 pz"
509,Pattex Millechiodi Original blister 100g,"€ 6,99 alpz/1.0 pz"
510,LOCTITE Kintsuglue bianco 3 x 5 g,"€ 6,99 alpz/1.0 pz"
511,So.di.fer Spazzola a mano modello Spid,"€ 3,99 alpz/1.0 pz"
512,So.di.fer Cutter con lama a settori da 18mm con corpo in plastica,"€ 3,99 alpz/1.0 pz"
513,So.di.fer Cacciavite Plus Pozidrive PZ15X080,"€ 4,29 alpz/1.0 pz"
514,So.di.fer Serie di 8 chiavi combinate in acciaio al carbonio,"€ 10,90 alpz/1.0 pz"
515,So.di.fer Cutter con lama a settori da 9mm interna con corpo in plastica,"€ 3,99 alpz/1.0 pz"
516,So.di.fer Cacciavite di precisione per viti con impronta a taglio e a croce Phillips,"€ 4,49 alpz/1.0 pz"
517,So.di.fer Pinza grip autobloccante regolabile in acciaio da 250mm,"€ 6,99 alpz/1.0 pz"
518,So.di.fer FORBICE PLUS ELET INOX MM145,"€ 10,50 alpz/1.0 pz"
519,"So.di.fer Raschietto multiuso in plastica da 140mm, con lama","€ 2,49 alpz/1.0 pz"
520,So.di.fer Flessometro bicolore 5mt,"€ 9,99 alpz/1.0 pz"
521,So.di.fer Guanto in poliestere puntinato in PVC,"€ 2,19 alpz/1.0 pz"
522,So.di.fer Martello Plus da banco 200gr,"€ 5,99 alpz/1.0 pz"
523,So.di.fer Rotolo carta abrasiva 80gr,"€ 5,99 alpz/1.0 pz"
524,So.di.fer Carta silicata 6 fogli assortiti,"€ 3,99 alpz/1.0 pz"
525,Bostik Grizzly Montage Power 250 g,"€ 7,99 alpz/1.0 pz"
526,Bostik Superchiaro 50 g,"€ 4,69 alpz/1.0 pz"
527,"Stanley Cassetta 16"" 40.6X20.5X19.5cm","€ 16,90 alpz/1.0 pz"
528,Pattex Repair Extreme 20g,"€ 9,99 alpz/1.0 pz"
529,Duracell Plus AA Batterie Stilo Alcaline 1.5V LR06 MX1500 Pile Duracell confezione da 4 Pile Duracel,"€ 5,59 alpz/1.0 pz"
530,Duracell Plus AAA Batterie Ministilo Alcaline 1.5V LR03 MN2400 confezione da 4 Pile Duracell,"€ 5,59 alpz/1.0 pz"
531,Carrefour 10+10pz Pile AAA ministilo,"€ 8,79 alpz/1.0 pz"
532,5 mascherine FFP2/KN95,"€ 2,50 alpz/1.0 pz"
533,Carrefour A4 carta inkjet A4 80g (210x297 mm) 500 fogli bianco,"€ 6,99 alpz/1.0 pz"
534,Carrefour Cartafotocopie A4 500 fogli 80 g/m²,"€ 5,99 alpz/1.0 pz"
535,One Day + Igiene Mascherine FFP2 Colors Blu 5 pz,"€ 2,50 alpz/1.0 pz"
536,Poly Pool Adattatore Multisize con Spina 10A prese Pluristandart Bianco,"€ 6,99 alpz/1.0 pz"
537,Loctite Super Attak Precision 5 g,"€ 5,79 alpz/1.0 pz"
538,Simpl 8 pile ministilo AAA,"€ 2,59 alpz/1.0 pz"
539,Philips Ricarica Co2 60LT,"€ 9,90 alpz/1.0 pz"
540,Opharm 10 mascherine FFP2 Bianche,"€ 5,00 alpz/1.0 pz"
541,Opharm 10 mascherine FFP2 Nere,"€ 5,00 alpz/1.0 pz"
542,Post-it Notes Giallo 76 mm x 76 mm 100 foglietti 1 pz,"€ 1,99 alpz/1.0 pz"
543,Fabriano Carta per fotocopie Hyper White A4 80g/m² 500ff PPL,"€ 7,49 alpz/1.0 pz"
544,Carrefour 4 Pile lition CR2032,"€ 4,19 alpz/1.0 pz"
545,Carrefour 6 Pile ministilo,"€ 3,99 alpz/1.0 pz"
546,Carrefour Registratore protocollo dorso 8 Oblò,"€ 3,29 alpz/1.0 pz"
